Order_ID,Order_Date,Ship_Date,Segment,State,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit
ORD-11007,2022-01-22,2022-01-27,Home Office,California,East,Furniture,Tables,1111.6,4,0.4,-29.65
ORD-11008,2022-01-23,2022-01-29,Corporate,Illinois,West,Office Supplies,Paper,180.2,1,0.3,30.62
ORD-11009,2022-01-24,2022-01-27,Consumer,Florida,South,Technology,Phones,261.11,4,0.2,38.94
ORD-11010,2022-01-25,2022-02-01,Consumer,California,South,Technology,Phones,2897.5,4,0.2,342.05
ORD-11011,2022-01-25,2022-01-30,Consumer,Texas,East,Office Supplies,Paper,469.04,1,0.1,7.35
ORD-11012,2022-01-25,2022-01-28,Corporate,Georgia,Central,Office Supplies,Paper,215.21,10,0.1,16.8
ORD-11013,2022-01-26,2022-01-30,Consumer,Florida,South,Office Supplies,Envelopes,368.1,2,0.1,108.36
ORD-11014,2022-01-26,2022-01-29,Corporate,Washington,West,Furniture,Tables,587.41,7,0.0,144.65
ORD-11015,2022-01-27,2022-01-29,Home Office,Illinois,West,Furniture,Tables,476.39,6,0.4,9.34
ORD-11016,2022-01-28,2022-02-04,Corporate,Michigan,South,Technology,Laptops,1499.01,2,0.3,287.21
ORD-11017,2022-01-28,2022-02-04,Corporate,New York,East,Office Supplies,Labels,308.18,6,0.4,-13.91
ORD-11018,2022-01-28,2022-01-30,Corporate,Texas,East,Office Supplies,Envelopes,65.91,8,0.2,-0.3
ORD-11019,2022-01-29,2022-02-04,Corporate,Georgia,South,Furniture,Chairs,528.1,9,0.1,39.76
ORD-11020,2022-01-30,2022-02-02,Consumer,Michigan,East,Office Supplies,Paper,426.8,5,0.0,93.2
ORD-11021,2022-01-30,2022-02-03,Home Office,New York,East,Office Supplies,Envelopes,266.46,3,0.0,22.5
ORD-11022,2022-02-02,2022-02-05,Consumer,Pennsylvania,East,Furniture,Bookcases,1734.27,1,0.1,376.07
ORD-11023,2022-02-02,2022-02-06,Home Office,Washington,South,Office Supplies,Labels,43.16,5,0.1,9.17
ORD-11024,2022-02-03,2022-02-10,Home Office,Illinois,South,Office Supplies,Paper,276.33,4,0.0,20.59
ORD-11025,2022-02-04,2022-02-11,Consumer,Georgia,East,Furniture,Bookcases,970.77,4,0.0,189.7
ORD-11026,2022-02-04,2022-02-11,Home Office,Washington,South,Office Supplies,Binders,91.23,8,0.1,25.88
ORD-11027,2022-02-05,2022-02-08,Consumer,Florida,South,Technology,Phones,2579.93,3,0.0,646.81
ORD-11028,2022-02-06,2022-02-12,Home Office,Georgia,East,Technology,Phones,1494.43,4,0.1,184.61
ORD-11029,2022-02-06,2022-02-11,Corporate,Texas,South,Technology,Copiers,2022.73,4,0.1,330.98
ORD-11030,2022-02-07,2022-02-11,Corporate,Michigan,Central,Technology,Laptops,374.36,4,0.3,20.12
ORD-11031,2022-02-09,2022-02-14,Corporate,Pennsylvania,Central,Furniture,Chairs,1632.17,8,0.1,224.87
ORD-11032,2022-02-10,2022-02-12,Corporate,California,East,Furniture,Furnishings,198.72,7,0.3,27.0
ORD-11033,2022-02-10,2022-02-15,Corporate,Pennsylvania,East,Furniture,Tables,482.59,5,0.3,-10.82
ORD-11034,2022-02-11,2022-02-14,Consumer,Washington,South,Furniture,Furnishings,412.94,8,0.1,40.91
ORD-11035,2022-02-14,2022-02-19,Consumer,Georgia,West,Technology,Laptops,2318.9,8,0.2,245.38
ORD-11036,2022-02-15,2022-02-17,Corporate,Ohio,Central,Furniture,Furnishings,489.27,10,0.2,104.39
ORD-11037,2022-02-15,2022-02-20,Corporate,Michigan,West,Furniture,Chairs,1771.21,4,0.1,462.59
ORD-11038,2022-02-15,2022-02-20,Home Office,Washington,South,Furniture,Bookcases,553.71,7,0.0,102.64
ORD-11039,2022-02-15,2022-02-22,Corporate,California,East,Office Supplies,Binders,492.64,1,0.2,89.47
ORD-11040,2022-02-15,2022-02-18,Home Office,Ohio,Central,Office Supplies,Binders,23.31,5,0.1,0.46
ORD-11041,2022-02-16,2022-02-21,Consumer,New York,East,Office Supplies,Labels,237.33,7,0.0,76.6
ORD-11042,2022-02-17,2022-02-22,Home Office,Florida,West,Office Supplies,Labels,273.96,3,0.3,13.52
ORD-11043,2022-02-17,2022-02-19,Home Office,Illinois,South,Furniture,Bookcases,300.4,2,0.3,29.15
ORD-11044,2022-02-17,2022-02-24,Consumer,Illinois,Central,Office Supplies,Labels,412.83,7,0.1,47.11
ORD-11045,2022-02-17,2022-02-24,Corporate,California,East,Furniture,Chairs,1573.66,2,0.0,534.01
ORD-11046,2022-02-18,2022-02-22,Home Office,Pennsylvania,Central,Furniture,Furnishings,487.16,3,0.1,76.48
ORD-11047,2022-02-18,2022-02-23,Corporate,Texas,East,Technology,Laptops,1003.99,2,0.4,88.21
ORD-11048,2022-02-19,2022-02-23,Consumer,California,East,Office Supplies,Binders,293.02,4,0.1,55.78
ORD-11049,2022-02-19,2022-02-21,Home Office,Texas,West,Furniture,Furnishings,1616.04,5,0.0,272.77
ORD-11050,2022-02-19,2022-02-22,Consumer,Washington,Central,Furniture,Chairs,1838.67,10,0.0,385.95
ORD-11051,2022-02-20,2022-02-27,Consumer,California,West,Furniture,Furnishings,400.11,1,0.2,63.53
ORD-11052,2022-02-20,2022-02-26,Consumer,Georgia,West,Office Supplies,Paper,398.7,7,0.0,57.82
ORD-11053,2022-02-21,2022-02-25,Corporate,Washington,South,Office Supplies,Art,430.02,7,0.4,52.39
ORD-11054,2022-02-22,2022-02-28,Consumer,Washington,Central,Furniture,Bookcases,626.12,7,0.3,122.13
ORD-11055,2022-02-22,2022-03-01,Consumer,California,Central,Technology,Accessories,593.99,7,0.3,-23.4
ORD-11056,2022-02-23,2022-02-28,Home Office,Illinois,West,Technology,Phones,715.83,6,0.1,191.98
ORD-11057,2022-02-23,2022-02-25,Home Office,Florida,South,Office Supplies,Envelopes,330.6,6,0.0,31.62
ORD-11058,2022-02-24,2022-03-02,Home Office,Washington,West,Office Supplies,Art,225.76,4,0.3,19.1
ORD-11059,2022-02-25,2022-03-04,Corporate,Pennsylvania,West,Furniture,Furnishings,258.58,2,0.3,42.59
ORD-11060,2022-02-26,2022-03-05,Home Office,Texas,East,Furniture,Bookcases,1626.85,10,0.4,2.54
ORD-11061,2022-02-26,2022-03-03,Corporate,New York,East,Office Supplies,Paper,483.89,9,0.2,36.45
ORD-11062,2022-02-27,2022-03-02,Corporate,Georgia,West,Technology,Copiers,2955.51,4,0.1,592.21
ORD-11063,2022-02-27,2022-03-04,Corporate,California,West,Technology,Phones,1977.08,6,0.1,98.43
ORD-11064,2022-03-01,2022-03-07,Home Office,Ohio,Central,Furniture,Tables,1775.66,3,0.0,316.51
ORD-11065,2022-03-01,2022-03-07,Home Office,Washington,West,Office Supplies,Envelopes,89.49,10,0.1,0.34
ORD-11066,2022-03-02,2022-03-05,Home Office,Pennsylvania,South,Technology,Accessories,1767.32,7,0.4,14.53
ORD-11067,2022-03-04,2022-03-08,Corporate,New York,West,Technology,Accessories,2214.19,2,0.0,702.07
ORD-11068,2022-03-06,2022-03-09,Home Office,New York,East,Office Supplies,Labels,48.91,6,0.4,3.4
ORD-11069,2022-03-07,2022-03-10,Corporate,California,West,Furniture,Furnishings,456.08,9,0.4,49.01
ORD-11070,2022-03-08,2022-03-14,Corporate,Texas,Central,Furniture,Furnishings,1656.22,10,0.4,20.27
ORD-11071,2022-03-09,2022-03-12,Consumer,Georgia,South,Technology,Phones,2188.68,6,0.3,-12.46
ORD-11072,2022-03-10,2022-03-14,Home Office,Ohio,South,Furniture,Tables,995.22,10,0.1,245.31
ORD-11073,2022-03-13,2022-03-20,Corporate,Georgia,Central,Technology,Phones,1485.94,5,0.0,233.8
ORD-11074,2022-03-17,2022-03-21,Corporate,Illinois,East,Office Supplies,Envelopes,252.16,1,0.3,37.44
ORD-11075,2022-03-19,2022-03-26,Home Office,California,East,Technology,Laptops,1138.58,8,0.1,59.35
ORD-11076,2022-03-20,2022-03-25,Consumer,Georgia,East,Furniture,Bookcases,1452.83,6,0.3,214.72
ORD-11077,2022-03-21,2022-03-28,Corporate,Pennsylvania,Central,Office Supplies,Envelopes,59.31,9,0.0,7.23
ORD-11078,2022-03-21,2022-03-24,Home Office,Georgia,East,Furniture,Bookcases,369.75,2,0.3,1.62
ORD-11079,2022-03-21,2022-03-26,Corporate,Texas,Central,Furniture,Chairs,955.67,3,0.4,71.34
ORD-11080,2022-03-21,2022-03-28,Consumer,Florida,Central,Office Supplies,Envelopes,329.06,4,0.1,61.3
ORD-11081,2022-03-22,2022-03-27,Home Office,Michigan,Central,Office Supplies,Paper,182.66,3,0.0,55.24
ORD-11082,2022-03-23,2022-03-25,Consumer,Washington,West,Furniture,Tables,995.45,3,0.3,192.85
ORD-11083,2022-03-24,2022-03-26,Consumer,Pennsylvania,South,Technology,Accessories,1975.6,1,0.1,74.83
ORD-11084,2022-03-24,2022-03-31,Corporate,Michigan,South,Technology,Copiers,2093.3,7,0.1,204.16
ORD-11085,2022-03-25,2022-03-29,Home Office,Pennsylvania,South,Office Supplies,Paper,346.3,8,0.2,-10.08
ORD-11086,2022-03-26,2022-03-29,Consumer,New York,West,Technology,Phones,689.67,9,0.3,108.09
ORD-11087,2022-03-27,2022-04-01,Home Office,New York,Central,Technology,Copiers,836.1,3,0.4,84.54
ORD-11088,2022-03-27,2022-03-29,Home Office,Texas,Central,Furniture,Furnishings,630.62,6,0.0,153.16
ORD-11089,2022-03-28,2022-04-03,Corporate,California,East,Office Supplies,Labels,350.13,9,0.3,18.84
ORD-11090,2022-03-28,2022-03-31,Home Office,Michigan,West,Office Supplies,Envelopes,159.6,2,0.4,-13.76
ORD-11091,2022-03-29,2022-04-03,Home Office,Texas,East,Office Supplies,Paper,26.26,9,0.0,3.71
ORD-11092,2022-03-29,2022-03-31,Consumer,Michigan,West,Furniture,Chairs,1341.01,3,0.1,377.48
ORD-11093,2022-03-31,2022-04-04,Consumer,New York,West,Office Supplies,Art,436.89,5,0.4,34.87
ORD-11094,2022-03-31,2022-04-02,Home Office,California,South,Office Supplies,Binders,396.34,5,0.1,79.07
ORD-11095,2022-03-31,2022-04-06,Consumer,Michigan,South,Office Supplies,Art,137.54,6,0.3,23.68
ORD-11096,2022-03-31,2022-04-03,Home Office,California,West,Furniture,Tables,1374.39,1,0.1,231.08
ORD-11097,2022-04-01,2022-04-07,Consumer,Michigan,East,Technology,Accessories,510.77,4,0.4,-8.11
ORD-11098,2022-04-01,2022-04-07,Home Office,Michigan,East,Furniture,Bookcases,974.68,2,0.3,155.33
ORD-11099,2022-04-02,2022-04-04,Home Office,Texas,South,Furniture,Bookcases,1138.63,8,0.3,16.08
ORD-11100,2022-04-04,2022-04-11,Home Office,Florida,East,Furniture,Furnishings,1955.92,5,0.0,162.76
ORD-11101,2022-04-04,2022-04-09,Home Office,Georgia,Central,Office Supplies,Binders,217.05,3,0.4,-29.82
ORD-11102,2022-04-04,2022-04-06,Corporate,California,South,Technology,Accessories,2271.73,4,0.4,284.93
ORD-11103,2022-04-06,2022-04-10,Home Office,Georgia,West,Furniture,Chairs,632.07,2,0.3,99.55
ORD-11104,2022-04-07,2022-04-11,Corporate,Illinois,Central,Office Supplies,Paper,153.19,4,0.1,41.86
ORD-11105,2022-04-08,2022-04-11,Consumer,Pennsylvania,South,Technology,Phones,2311.09,2,0.0,673.62
ORD-11106,2022-04-08,2022-04-12,Consumer,Georgia,South,Office Supplies,Art,18.82,10,0.2,4.5
ORD-11107,2022-04-08,2022-04-11,Consumer,Texas,West,Office Supplies,Art,366.07,7,0.2,15.16
ORD-11108,2022-04-09,2022-04-16,Home Office,Texas,South,Furniture,Furnishings,1675.85,1,0.2,57.74
ORD-11109,2022-04-11,2022-04-13,Consumer,Pennsylvania,East,Office Supplies,Binders,437.65,5,0.4,-50.87
ORD-11110,2022-04-12,2022-04-15,Home Office,Michigan,East,Office Supplies,Art,354.81,8,0.3,22.07
ORD-11111,2022-04-12,2022-04-18,Home Office,Illinois,South,Furniture,Bookcases,283.42,7,0.2,6.4
ORD-11112,2022-04-12,2022-04-16,Home Office,New York,Central,Office Supplies,Binders,16.08,7,0.2,1.46
ORD-11113,2022-04-13,2022-04-19,Home Office,Florida,West,Technology,Phones,1043.54,3,0.0,239.5
ORD-11114,2022-04-14,2022-04-21,Home Office,Ohio,Central,Technology,Phones,1032.27,7,0.0,144.49
ORD-11115,2022-04-15,2022-04-20,Corporate,Georgia,South,Office Supplies,Binders,374.16,2,0.4,-50.72
ORD-11116,2022-04-15,2022-04-18,Home Office,Pennsylvania,West,Technology,Laptops,2728.11,6,0.4,288.3
ORD-11117,2022-04-16,2022-04-19,Home Office,Ohio,West,Office Supplies,Labels,337.22,9,0.1,60.01
ORD-11118,2022-04-16,2022-04-21,Consumer,Georgia,Central,Technology,Phones,2698.45,1,0.2,15.11
ORD-11119,2022-04-16,2022-04-22,Corporate,New York,East,Furniture,Furnishings,250.04,4,0.2,5.46
ORD-11120,2022-04-16,2022-04-18,Corporate,Illinois,Central,Technology,Accessories,2424.82,4,0.2,-96.02
ORD-11121,2022-04-17,2022-04-22,Consumer,Illinois,South,Office Supplies,Labels,295.58,1,0.4,43.93
ORD-11122,2022-04-19,2022-04-23,Corporate,California,West,Office Supplies,Envelopes,429.29,8,0.4,2.76
ORD-11123,2022-04-21,2022-04-25,Consumer,Washington,West,Furniture,Bookcases,220.92,7,0.1,55.1
ORD-11124,2022-04-21,2022-04-27,Corporate,Florida,South,Technology,Phones,1877.14,9,0.0,158.58
ORD-11125,2022-04-21,2022-04-24,Corporate,California,West,Technology,Copiers,462.8,5,0.1,126.29
ORD-11126,2022-04-21,2022-04-27,Corporate,Washington,Central,Furniture,Furnishings,1371.48,3,0.3,204.06
ORD-11127,2022-04-23,2022-04-27,Home Office,Ohio,South,Furniture,Chairs,1770.06,3,0.1,303.62
ORD-11128,2022-04-23,2022-04-27,Corporate,Florida,West,Office Supplies,Envelopes,263.55,4,0.0,47.21
ORD-11129,2022-04-23,2022-04-30,Corporate,Washington,South,Technology,Laptops,1087.45,3,0.0,196.15
ORD-11130,2022-04-24,2022-04-29,Consumer,Pennsylvania,Central,Technology,Copiers,2366.86,9,0.3,190.71
ORD-11131,2022-04-26,2022-04-28,Corporate,Georgia,Central,Office Supplies,Binders,447.34,3,0.3,14.77
ORD-11132,2022-04-27,2022-05-04,Consumer,Washington,East,Technology,Phones,1899.85,1,0.4,74.84
ORD-11133,2022-04-28,2022-05-03,Corporate,Michigan,Central,Technology,Phones,1856.75,7,0.0,484.22
ORD-11134,2022-04-28,2022-05-01,Consumer,Pennsylvania,South,Furniture,Bookcases,551.12,10,0.1,84.71
ORD-11135,2022-04-29,2022-05-06,Consumer,Illinois,East,Office Supplies,Labels,61.07,5,0.0,10.1
ORD-11136,2022-04-29,2022-05-02,Corporate,New York,East,Technology,Copiers,1565.47,10,0.4,71.49
ORD-11137,2022-04-29,2022-05-03,Consumer,Texas,East,Technology,Laptops,2861.49,1,0.3,229.48
ORD-11138,2022-04-29,2022-05-01,Consumer,Michigan,South,Technology,Laptops,2282.06,2,0.1,346.6
ORD-11139,2022-04-30,2022-05-05,Home Office,Florida,Central,Furniture,Furnishings,1304.8,6,0.1,27.77
ORD-11140,2022-04-30,2022-05-04,Home Office,California,South,Furniture,Chairs,583.34,2,0.2,34.16
ORD-11141,2022-05-01,2022-05-03,Home Office,Pennsylvania,Central,Furniture,Bookcases,997.74,6,0.1,13.66
ORD-11142,2022-05-01,2022-05-06,Consumer,Washington,West,Technology,Phones,592.07,5,0.1,49.17
ORD-11143,2022-05-02,2022-05-06,Consumer,Illinois,South,Furniture,Chairs,1945.91,6,0.3,-1.16
ORD-11144,2022-05-05,2022-05-09,Home Office,California,West,Furniture,Chairs,1015.88,3,0.4,-92.62
ORD-11145,2022-05-07,2022-05-12,Consumer,Illinois,Central,Furniture,Bookcases,1260.48,10,0.1,106.14
ORD-11146,2022-05-08,2022-05-14,Home Office,Michigan,East,Technology,Phones,779.58,1,0.0,159.79
ORD-11147,2022-05-08,2022-05-14,Home Office,Ohio,East,Office Supplies,Binders,12.7,2,0.0,0.66
ORD-11148,2022-05-08,2022-05-15,Home Office,Ohio,Central,Office Supplies,Art,117.34,9,0.1,1.29
ORD-11149,2022-05-09,2022-05-15,Consumer,Pennsylvania,East,Technology,Phones,502.47,5,0.4,-24.29
ORD-11150,2022-05-09,2022-05-14,Home Office,New York,South,Furniture,Bookcases,1624.91,2,0.3,116.37
ORD-11151,2022-05-10,2022-05-12,Home Office,Illinois,East,Furniture,Chairs,1074.07,5,0.1,94.57
ORD-11152,2022-05-10,2022-05-16,Home Office,Pennsylvania,East,Office Supplies,Paper,466.56,9,0.3,8.91
ORD-11153,2022-05-11,2022-05-16,Home Office,Pennsylvania,South,Technology,Laptops,443.86,7,0.4,15.59
ORD-11154,2022-05-12,2022-05-15,Consumer,California,East,Office Supplies,Art,65.78,10,0.1,6.81
ORD-11155,2022-05-13,2022-05-16,Home Office,Georgia,South,Office Supplies,Paper,258.63,5,0.2,54.9
ORD-11156,2022-05-14,2022-05-17,Consumer,Florida,West,Furniture,Bookcases,1037.74,9,0.0,270.52
ORD-11157,2022-05-14,2022-05-21,Corporate,Texas,East,Furniture,Chairs,1986.35,1,0.2,-20.96
ORD-11158,2022-05-14,2022-05-18,Consumer,Washington,West,Technology,Laptops,969.25,6,0.4,-30.65
ORD-11159,2022-05-15,2022-05-17,Corporate,Michigan,East,Technology,Accessories,1381.12,6,0.2,101.24
ORD-11160,2022-05-16,2022-05-18,Consumer,Illinois,Central,Office Supplies,Paper,454.73,5,0.1,97.41
ORD-11161,2022-05-16,2022-05-22,Home Office,Pennsylvania,West,Office Supplies,Labels,307.87,10,0.2,13.18
ORD-11162,2022-05-16,2022-05-23,Corporate,Illinois,East,Technology,Copiers,2506.61,10,0.1,718.19
ORD-11163,2022-05-16,2022-05-21,Consumer,Pennsylvania,South,Furniture,Tables,1660.28,3,0.2,-82.23
ORD-11164,2022-05-17,2022-05-23,Corporate,Texas,East,Technology,Copiers,1981.92,4,0.1,30.4
ORD-11165,2022-05-17,2022-05-22,Consumer,Illinois,Central,Furniture,Tables,589.45,3,0.1,10.53
ORD-11166,2022-05-17,2022-05-20,Consumer,Texas,East,Office Supplies,Labels,305.86,7,0.0,78.29
ORD-11167,2022-05-18,2022-05-24,Home Office,Georgia,West,Furniture,Furnishings,317.53,1,0.1,36.56
ORD-11168,2022-05-18,2022-05-21,Consumer,New York,South,Technology,Copiers,1477.46,1,0.0,237.45
ORD-11169,2022-05-20,2022-05-22,Consumer,Michigan,Central,Technology,Phones,538.87,1,0.0,94.67
ORD-11170,2022-05-20,2022-05-25,Consumer,Texas,West,Office Supplies,Art,378.08,10,0.3,-29.75
ORD-11171,2022-05-21,2022-05-27,Corporate,Texas,Central,Technology,Accessories,424.5,1,0.1,45.18
ORD-11172,2022-05-23,2022-05-27,Consumer,California,West,Office Supplies,Art,471.45,9,0.0,118.13
ORD-11173,2022-05-23,2022-05-28,Consumer,Florida,East,Technology,Copiers,2100.28,4,0.0,333.05
ORD-11174,2022-05-24,2022-05-31,Home Office,Illinois,Central,Furniture,Tables,1227.96,7,0.1,3.73
ORD-11175,2022-05-25,2022-05-29,Consumer,New York,South,Office Supplies,Paper,321.69,2,0.1,88.14
ORD-11176,2022-05-27,2022-06-02,Consumer,Washington,Central,Furniture,Chairs,1263.89,1,0.0,394.47
ORD-11177,2022-05-27,2022-06-03,Home Office,Washington,South,Technology,Laptops,2227.12,3,0.4,-253.52
ORD-11178,2022-05-27,2022-05-31,Home Office,Illinois,Central,Furniture,Tables,1814.66,2,0.2,-54.56
ORD-11179,2022-05-28,2022-06-04,Home Office,New York,Central,Furniture,Bookcases,1114.54,3,0.0,103.25
ORD-11180,2022-05-28,2022-05-30,Corporate,Ohio,East,Technology,Accessories,232.78,2,0.3,6.19
ORD-11181,2022-05-29,2022-06-01,Consumer,New York,Central,Office Supplies,Envelopes,154.57,3,0.2,14.81
ORD-11182,2022-05-30,2022-06-05,Corporate,Pennsylvania,Central,Furniture,Bookcases,1196.68,7,0.3,-103.97
ORD-11183,2022-05-30,2022-06-05,Home Office,Florida,East,Office Supplies,Art,70.27,7,0.3,4.75
ORD-11184,2022-05-30,2022-06-05,Corporate,New York,East,Furniture,Furnishings,752.02,7,0.4,51.7
ORD-11185,2022-05-30,2022-06-01,Consumer,Washington,West,Office Supplies,Binders,329.62,4,0.0,100.1
ORD-11186,2022-05-31,2022-06-03,Consumer,California,East,Furniture,Furnishings,1415.74,6,0.2,111.81
ORD-11187,2022-05-31,2022-06-03,Home Office,Pennsylvania,East,Furniture,Furnishings,1378.64,4,0.1,113.9
ORD-11188,2022-06-01,2022-06-08,Home Office,Texas,West,Technology,Laptops,1057.68,1,0.3,144.58
ORD-11189,2022-06-01,2022-06-06,Home Office,New York,West,Furniture,Bookcases,948.2,2,0.4,84.88
ORD-11190,2022-06-02,2022-06-05,Consumer,Washington,West,Office Supplies,Binders,412.99,2,0.1,106.25
ORD-11191,2022-06-03,2022-06-10,Consumer,Texas,South,Technology,Phones,2766.58,3,0.3,81.05
ORD-11192,2022-06-03,2022-06-07,Corporate,Washington,South,Office Supplies,Art,166.24,1,0.3,12.41
ORD-11193,2022-06-06,2022-06-12,Home Office,California,West,Technology,Laptops,1239.28,3,0.4,37.58
ORD-11194,2022-06-07,2022-06-13,Corporate,Ohio,South,Technology,Phones,2175.64,5,0.4,122.97
ORD-11195,2022-06-08,2022-06-14,Corporate,Texas,East,Office Supplies,Art,193.53,2,0.2,0.01
ORD-11196,2022-06-09,2022-06-14,Corporate,Michigan,East,Furniture,Tables,918.01,4,0.0,85.17
ORD-11197,2022-06-10,2022-06-13,Corporate,Washington,South,Technology,Phones,2692.27,7,0.3,10.13
ORD-11198,2022-06-11,2022-06-13,Consumer,Illinois,South,Technology,Accessories,632.49,2,0.0,36.45
ORD-11199,2022-06-11,2022-06-13,Consumer,Illinois,West,Furniture,Bookcases,1327.06,9,0.1,253.56
ORD-11200,2022-06-11,2022-06-18,Corporate,Florida,West,Technology,Laptops,1153.69,4,0.4,-148.23
ORD-11201,2022-06-11,2022-06-17,Consumer,Michigan,Central,Technology,Laptops,1346.96,1,0.4,-76.28
ORD-11202,2022-06-12,2022-06-16,Corporate,New York,West,Furniture,Chairs,1386.53,1,0.2,182.65
ORD-11203,2022-06-12,2022-06-19,Corporate,Pennsylvania,East,Furniture,Furnishings,792.73,3,0.2,12.18
ORD-11204,2022-06-12,2022-06-15,Corporate,Georgia,Central,Office Supplies,Paper,494.14,9,0.0,92.01
ORD-11205,2022-06-13,2022-06-16,Home Office,California,South,Technology,Copiers,2127.17,3,0.2,-16.66
ORD-11206,2022-06-14,2022-06-21,Home Office,New York,West,Office Supplies,Envelopes,247.94,4,0.1,2.05
ORD-11207,2022-06-15,2022-06-19,Home Office,Georgia,East,Office Supplies,Binders,257.67,9,0.4,35.87
ORD-11208,2022-06-15,2022-06-17,Corporate,Washington,Central,Furniture,Tables,829.99,7,0.4,-114.79
ORD-11209,2022-06-15,2022-06-18,Consumer,Michigan,East,Office Supplies,Envelopes,25.17,2,0.4,-0.85
ORD-11210,2022-06-16,2022-06-18,Consumer,Texas,West,Office Supplies,Envelopes,88.41,9,0.2,-3.8
ORD-11211,2022-06-16,2022-06-18,Corporate,Texas,South,Furniture,Chairs,1536.81,3,0.2,134.56
ORD-11212,2022-06-16,2022-06-20,Consumer,New York,Central,Furniture,Bookcases,649.57,8,0.1,175.4
ORD-11213,2022-06-18,2022-06-23,Home Office,Texas,South,Furniture,Bookcases,320.66,10,0.0,107.99
ORD-11214,2022-06-18,2022-06-23,Corporate,Pennsylvania,Central,Technology,Accessories,1079.11,3,0.4,125.74
ORD-11215,2022-06-19,2022-06-23,Consumer,Pennsylvania,Central,Furniture,Bookcases,1245.59,8,0.4,122.08
ORD-11216,2022-06-19,2022-06-22,Home Office,Florida,West,Office Supplies,Paper,492.17,1,0.4,-31.24
ORD-11217,2022-06-20,2022-06-23,Consumer,Michigan,South,Technology,Accessories,2891.18,2,0.3,48.7
ORD-11218,2022-06-21,2022-06-26,Corporate,Ohio,West,Furniture,Furnishings,832.47,9,0.3,1.76
ORD-11219,2022-06-21,2022-06-24,Home Office,New York,East,Technology,Phones,1715.94,7,0.3,-92.24
ORD-11220,2022-06-21,2022-06-24,Corporate,Washington,West,Furniture,Bookcases,1152.05,8,0.4,14.41
ORD-11221,2022-06-23,2022-06-26,Corporate,Ohio,West,Office Supplies,Envelopes,383.33,9,0.0,115.04
ORD-11222,2022-06-23,2022-06-28,Corporate,Michigan,East,Furniture,Tables,936.84,10,0.0,131.81
ORD-11223,2022-06-23,2022-06-25,Corporate,Florida,South,Technology,Accessories,926.14,4,0.0,100.38
ORD-11224,2022-06-24,2022-06-26,Corporate,Texas,Central,Office Supplies,Envelopes,38.25,3,0.0,5.84
ORD-11225,2022-06-24,2022-06-27,Corporate,Ohio,West,Furniture,Furnishings,613.47,9,0.3,116.51
ORD-11226,2022-06-24,2022-06-28,Consumer,New York,East,Office Supplies,Art,283.28,6,0.3,1.18
ORD-11227,2022-06-24,2022-07-01,Corporate,Ohio,Central,Technology,Laptops,1825.31,9,0.3,-106.31
ORD-11228,2022-06-24,2022-06-30,Home Office,Michigan,Central,Technology,Copiers,1443.32,1,0.3,126.82
ORD-11229,2022-06-25,2022-06-29,Home Office,Michigan,West,Office Supplies,Binders,249.56,3,0.4,-7.35
ORD-11230,2022-06-25,2022-06-29,Consumer,Ohio,West,Office Supplies,Art,496.99,8,0.1,131.25
ORD-11231,2022-06-26,2022-07-03,Home Office,California,Central,Technology,Copiers,1945.54,3,0.3,137.77
ORD-11232,2022-06-26,2022-06-29,Consumer,Florida,West,Furniture,Chairs,1279.25,9,0.3,-50.67
ORD-11233,2022-06-27,2022-06-29,Corporate,Florida,East,Office Supplies,Envelopes,203.62,10,0.1,2.41
ORD-11234,2022-06-27,2022-07-04,Corporate,Illinois,West,Furniture,Bookcases,1003.54,2,0.4,12.95
ORD-11235,2022-06-27,2022-07-02,Corporate,Washington,South,Furniture,Furnishings,532.72,9,0.2,127.43
ORD-11236,2022-06-28,2022-07-01,Consumer,Ohio,West,Office Supplies,Art,455.63,6,0.3,53.15
ORD-11237,2022-06-29,2022-07-06,Home Office,Pennsylvania,East,Office Supplies,Labels,271.36,5,0.3,43.69
ORD-11238,2022-07-02,2022-07-04,Home Office,Michigan,Central,Office Supplies,Envelopes,74.02,2,0.0,21.26
ORD-11239,2022-07-03,2022-07-05,Consumer,Ohio,South,Technology,Phones,549.5,9,0.4,48.5
ORD-11240,2022-07-06,2022-07-09,Home Office,Illinois,West,Office Supplies,Envelopes,145.13,4,0.3,23.67
ORD-11241,2022-07-07,2022-07-12,Consumer,Ohio,West,Furniture,Furnishings,1893.68,6,0.0,179.22
ORD-11242,2022-07-07,2022-07-11,Corporate,Florida,West,Furniture,Furnishings,979.08,5,0.4,141.28
ORD-11243,2022-07-07,2022-07-09,Corporate,Florida,Central,Office Supplies,Art,246.87,7,0.0,76.3
ORD-11244,2022-07-08,2022-07-12,Corporate,Georgia,East,Technology,Phones,1848.45,6,0.4,-69.13
ORD-11245,2022-07-08,2022-07-15,Home Office,Pennsylvania,East,Technology,Copiers,1000.19,10,0.1,60.98
ORD-11246,2022-07-08,2022-07-12,Consumer,Pennsylvania,South,Furniture,Chairs,1547.42,7,0.1,179.44
ORD-11247,2022-07-09,2022-07-11,Consumer,New York,South,Office Supplies,Binders,260.52,9,0.1,38.48
ORD-11248,2022-07-10,2022-07-14,Home Office,Illinois,South,Office Supplies,Labels,292.87,3,0.4,32.12
